Species,Lucerne,Lucerne,Lucerne,Lucerne,Ryegrass,Ryegrass,Ryegrass,Ryegrass
2012-07-01,0.28192386314527995,0.23135399824894073,0.2243788444701353,0.2025814889113684,0.6400729404724474,0.6418167289171489,0.6418167289171489,0.6418167289171489
2012-07-02,0.2866005240401161,0.23501093609151935,0.22789513085723012,0.2056582395000764,0.6439056926343809,0.6456846439429532,0.6456846439429532,0.6456846439429532
2012-07-03,0.29078200134912013,0.23828066270908646,0.23103909875873696,0.20840921141389487,0.6473326176470234,0.6491430086346107,0.6491430086346107,0.6491430086346107
2012-07-04,0.2957758687054365,0.24218564169447668,0.2347938862446891,0.21169465046410296,0.6514253360067113,0.6532732748691581,0.6532732748691581,0.6532732748691581
2012-07-05,0.3019223185460158,0.24699188818635825,0.23941527710226757,0.2157383674644841,0.6564626520414717,0.6583568048124944,0.6583568048124944,0.6583568048124944
2012-07-06,0.30627060836271397,0.2503920546595658,0.2426846679418902,0.21859908444915396,0.6600262880566603,0.6619531347360793,0.6619531347360793,0.6619531347360793
2012-07-07,0.31014867079551905,0.25342452453183445,0.24560050435753314,0.2211504413128415,0.6632045497497112,0.6651605547932865,0.6651605547932865,0.6651605547932865
2012-07-08,0.3130980998193507,0.2557308449715224,0.24781812016492533,0.2230908551443097,0.6656217509797686,0.6675999321814179,0.6675999321814179,0.6675999321814179
2012-07-09,0.31639034824875817,0.25830523472083344,0.2502934949238783,0.22525680805839357,0.6683199094670275,0.6703228444162662,0.6703228444162662,0.6703228444162662
2012-07-10,0.32092121238490073,0.26184816607541117,0.25370015968789533,0.22823763972690841,0.672033174059806,0.6740701756566849,0.6740701756566849,0.6740701756566849
2012-07-11,0.3260996242871307,0.26589745057038794,0.2575937024715269,0.23164448966258605,0.6762771356939643,0.6783530727186796,0.6783530727186796,0.6783530727186796
2012-07-12,0.33442383111791885,0.2724066047839365,0.263852504599939,0.23712094152494662,0.6830992300139336,0.6852377550599329,0.6852377550599329,0.6852377550599329
2012-07-13,0.34511099622698516,0.28076348577147714,0.27188796708795876,0.24415197120196394,0.6918578841258751,0.6940767637967546,0.6940767637967546,0.6940767637967546
2012-07-14,0.3529479003778172,0.28689159127287966,0.2777803762239227,0.24930782919593245,0.6982806100840758,0.700558413846315,0.700558413846315,0.700558413846315
